front_signer,epoch,n,victims,usd
6vEaWku13b6rTbSmmnps1pKy9QAjmmoXaqUt2ea9x1Yj,955,1,1,-0.05954862018670459
6wGPxp85BMPH8tYaPSGhH2LaqFeTZmPUWtq19X28HHuS,951,1,1,-0.0067084760195898485
6xEYvSBo8gk5sNdiR37E7V9E8JxiQG3mzhBqhmptdTEM,959,1,2,-0.0213117355878234
6xFxwR9n282QcybEKJDh72YB1bcjziFp6syWNk1aEyvb,958,1,1,-0.008228087823020369
6z5XXL9iPmHhRY2GV1AEV8TZWrdyvCS8Ynd3X6uH8uaW,958,1,2,-0.08791979925004245
6zgzKxtQwxboL8pRiTXE5DXoXDyF7Dt14nQQbnjCux9p,956,1,2,-0.0003778865662616357
71ZLaANXwe2WLghFe7o27QUgMyDHE6MfM3TDWMxiNbT1,958,1,1,-0.02591446833278832
72ZoLVowugQ4cZTyEZv1dkjnhtHwmZ1fVPCkm97P3gYi,957,1,2,0.09259206316997393
7ReARUamwuvGT3VTD44diqjgrX6vBoPrk421iqbEddHP,957,1,2,-0.07620744562315096
75SexT9ctjxnLDUouCamjYwGuzjgxjh5CeiLSf7wFZTg,957,1,2,0.013413280007332218
7AFv2UQ8VsDDTt4KybLm3wVKR9XwGq3MXeH4C2bZjwT6,957,1,2,-0.005327929352770544
7AuC3RcPLToCsSCo8QiXq8KBFdp4YrdxyQPgMEgycrwD,960,1,2,-0.06462695791695117
7JiJKy9Ga7qwfyY6QyVzKqZr3HPP1gEsxeGgyoP5LewT,956,1,1,-0.1310767523963996
7LJQ8E4rQdgc7DEt1QHUzGjqHxyCswmAut8P3UCqXaQf,958,1,1,-0.0033711899828203773
7LLJKc3oSykz5pdajBbKayX2RGUzyuk3AmaMTFuEtwg3,950,1,2,-0.14839036228788238
7N6zEmaevD1xzv5hhgX4cAAVR2aFdkdhbpwYU13JSZp,959,1,2,-0.006426383702930194
7NWUPPrqipdTovUgWcfxZdTNd2zRTaVAtBsFpdgUZ8C5,960,1,2,-0.00037695920271890726
7QGoJSCaEhPc58861eVbSHtHVjdC2wnJNdCSQdfWpoAz,959,1,1,-0.1382114764757869
7QaLVjcKgS8nResyH2McvGWsBinNVSXRNHYM62zakNmi,958,1,1,-0.0648072195655458
7RHeDJng6ZdnHRjGJpFNa4qNGkNDNf8uUhQ4UktwZuvX,958,1,1,-0.0004117436750508685
74feMbuD4h5oZXDi3QXUZXweZsNumKC8tGckJwZdD2sU,952,1,1,-0.5116608543200662
8SeGinnQWY8DXiJEZeqt8B6BuZ7w6nchqpCR31hswR2B,957,1,1,-0.0744832273313123
8U7eN1oddxecK5MVwDmjxoeRc4Zw5VDFdrKorRFScQbp,960,1,2,-0.002405367203350897
8WHupC2rUvzMD9rAWmAi8rvs7eRgvKDHcLQyM86kFeH,958,1,2,-0.01408303786244458
8WMfC458hJYfp3ykn864scvwKhd4jJU4SNNZwJKYU3zY,957,1,2,-0.04950704970373643
8WobSoqbzXmrPD7mf6JRg4eepmAJmczb6rm9eksZL1qV,948,1,1,-0.011866179301051882
8XnR9uvVXjDsXjBsz9Z4PFNk63461LdzojJ8cpb7XVjj,950,1,2,-0.03830842318039096
8YLfcdQFQwYuRs19smWgVFDsiLRPw9XCUokWuRcUQA6Y,957,1,2,-0.20062433492702425
8YvkWWsRUP6AedMRAmZbsPyTQgCzPwdPyXHGBhkymK8R,948,1,2,-0.014000606141383876
8aCBZTDDPRJBZzFmgRn2mfxfTiS6MYafe9zxRKbvq6Qm,954,1,1,-0.0015920952820164258
8atNpmYQd76JRg8GhSzZ8zGmVHkXsS2ydQVkRZANu4ot,956,1,1,-1.862093444288
8bswvG8oGkdkzjzeC6mNCRrVRHX7k7MKHCZtbNiZV9Zv,959,1,1,-0.22270849896785183
7vrrcqfg3V7CkKS1JbyCda3vQTLLjwfvJJM12nUW98eQ,950,1,1,-0.011299122685475282
8dAJ9ykp7sN8CFATepQgDh8BcR8Hg1bdZ6zjPJygn6a1,960,1,1,-0.016285205278989134
8evxkb497vJ5S4rMkZ8NEoZBzU37WiJkdpED8tCZYwfX,958,1,2,-0.08915032637005549
8f6gR8YHMKeuvuBJx2qwZYDoNemqhAjpZ82EmvYm39EL,958,1,2,-0.0005474531275373451
8fkAVyRWw5WnJQuyb9KhoGaxH31pFJrumtrt6BzsRzQu,949,1,1,-0.014772957287746136
8hZdXg9m1xLMSPFCmtkAEYU4dnMSVZ6EZKoQcKMhpR9j,954,1,1,-0.27243950020546137
8hqr1iLswZBKRVHUKcXypEsM6945S1tTu3N7X5BBgNU9,948,1,2,-0.05798799248084796
8ipHquPB4ySbjRpaG1sxoCkaTgzShSyAW2PhCKY94aZo,958,1,2,0.04688386078396167
8jpkA8un2Ys428ebkHzkEPQRMB3JaZkrdELEsBnrYKxw,947,1,1,-0.17525036709463926
8kmSUESRhCY4LRoj5q1Hq9q67MSwBMbrANzv3auCZt4j,959,1,2,0.21042041817305623
8mvAqT1AWvCWqeFKhDiFDzy16jALK2x7nZwrYsTuKS8Z,958,1,1,-0.013608619912744424
8nWHFnwawADuN5CoYrG4QDPexDAPWmYYGSNjhmvGcNqu,947,1,1,-0.24942755628064361
8bvmrVo5QxE6VnfcEAXdkwVHz7wjnm3ZqSp6HhuhGPoj,948,1,1,-0.07481845018424194
7z3n5PVGGe15EGLKcdjprkExchaR5XzjWURpdeEEgWNY,956,1,1,-0.08064826707942174
7zLvhDiTg628j1q75tREmFpaZGwH6huE2pFvjpYUvd9s,955,1,1,-0.05682934886178659
7zjdZYiNuUZ8w2hofTkQCRQp8gUC5RTZ5RWR6aGpQ7mj,957,1,1,-0.16329640583790273
7zsN7XE7kAa6fhbxX4struR5LYkrqTJfypn2Y2pPtga8,959,1,1,0.4762825187060926
7zupV5uf3B1n9xp3sPZtkiYDxKkNeLFNpPKe5AzSM1eh,947,1,1,-0.0007920140416817212
832unxieBCknWKew96v5oYYQMEUriuWNvY6Sfv8aJ5iw,957,1,1,-0.17157133836709804
84cmSPMyptJNvoYSnXjtP2ytBNcRpd341vuuk1ZUdgJP,960,1,2,0.050510726160299946
85iKYER3QYtQ5jZQCZN2UmY2uthxUayTcgN9sKLZoZTu,957,1,1,-0.012589346904606225
85jo5v2Ma5Hdc28qy1MEzQz3vqn38KkCDXvbySmsTxep,958,1,1,-0.1319707467671405
85pyvsSgQYzZo2e4fM8UBLuatpMgBwMa9zzafuYtM1Fw,960,1,2,-0.004231756047721469
86jZi2Xqk2KMsRhk1kU8LtLRg8UD4DQUrQnT1sPMRUBq,946,1,2,-0.018943430679111417
8SRwVnDhsMXrtyPSWpFSJpTXmY2qbKp3GRiLhWu5MYTq,957,1,2,-0.022715641934122344
8BzPn3cjL6BKnrNFHG6mEvvnuPudYjLyGQ3gPubWRfZd,958,1,2,-0.09267451633859558
8CDP18SiuaWebnyE7YjqFQVjarjer8xVQAAz6aF447Mw,953,1,1,-0.01943507577284065
8CDP18SiuaWebnyE7YjqFQVjarjer8xVQAAz6aF447Mw,957,1,2,-0.010094165639195074
8CcX7HhLPrBoEaDUZTuvmvTMWjx2Hh8uXKcDqWfioT1n,958,1,2,-0.006391010073885095
8FdBm8Nw4vHA8SgTM53XExCT3w7aFRoAriNmmdF511yj,960,1,2,-0.022839016065763218
8HPK12gsRAh9EKhL93ZohcKpqctPUQaCWfoQFon8eeQ1,959,1,1,-0.1832424194622373
8HoPpzN5mS2Q5sk1NG67USbq31ESmXsvops3B7aaxtyq,957,1,1,-0.08230737049595316
8J7UGBKQ84c8VmxsV2YtmvkKzRqGr1tfwSfJTrMXCdPe,959,1,1,-0.019365893686140723
8KBiUFac6pVkmck3LX1EAR3UHGjCVfQpYAb2rfRqFTwK,952,1,1,-0.03362553991537509
8NTVPv8tVPWX7FFHhMzaVs56Zu7bgmQmtquEabsccUo,957,1,1,12.531625760000011
8QGaPnytuw3BnvM4BfF2fRBFSY2Coj6XGJtP9hiCe12c,958,1,1,-0.005016244509454398
86qGMxCViGxL8jk2SB3YffPhwCy8Qn5NmoJCqG9u4TSJ,955,1,1,-0.04335863808030194
